t1	t2	type
You didn’t want to be a burden on the state	You wanted to provide for yourself	0
Somehow there was an extraordinary sea change, in which acquiring debt not only lost the stigma that it had before but became actually the thing to do	savers have lost out	0
That's not good enough	The pragmatic justification is that they - if they are to take their case against anybody, we, this state, the British state now, is the closest they can get to it.	1
The pragmatic justification is that they - if they are to take their case against anybody, we, this state, the British state now, is the closest they can get to it.	there is both a pragmatic and a historic justification	0
these people are alive	you have to draw lines	2
They can't go back and dig up Macmillan	The pragmatic justification is that they - if they are to take their case against anybody, we, this state, the British state now, is the closest they can get to it.	0
it’s a good idea, in a free society, to free people if they do get into terrible debt	bankruptcy is xxx	2
one of the problems we’re facing now is the fact that organisations, and indeed people who require debt, that what we’re doing is rolling everything over	We are not facing the problem at all	0
We’re pretending the problem isn’t there	We are not facing the problem at all	0
We’re pretending the problem isn’t there	all that happens is it’s getting much, much worse	0
By the 50s, the Empire is going	they are effectively trying to hand over to some kind of stable rule and in certain circumstances you have to suppress	0
the Hola circumstances and the shock did not change the public consciousness about ourselves as an imperial power,and realised it was morally unsustainable from then onwards	they are effectively trying to hand over to some kind of stable rule and in certain circumstances you have to suppress	2
The are other instances that bring up questions about imperial rule	the Hola circumstances and the shock did not change the public consciousness about ourselves as an imperial power,and realised it was morally unsustainable from then onwards	0
The are other instances that bring up questions about imperial rule	key thing in British society is the horror at the violence of the Mau Mau which is profoundly shocking	0
in the developed world that wasn’t making enough money	It didn’t flow into those industrial activities	0
CF went to a lot of conferences, with a lot of policy people, who said, “We are living in a new era, the knowledge economy. We don’t have to produce anything anymore. Guess what? I mean, we can...”	It’s not that CF wants to let people off the hook	0
it was like living on thin air	every intellectual, left and right, everybody went along with it	0
this was compensation for the fact that actually there was sluggish, slow, productive growth, that was then sold somehow as, “Well yes, but everything’s okay because we’ll fuel a consumer cross talking [0:38:41].”	every intellectual, left and right, everybody went along with it	0
that form of capitalism wasn’t generating sufficient surpluses	Claire’s absolutely right about that	0
It didn’t flow into those industrial activities	xxx is where the money flowed	2
the current debate is about deflecting debate from those failures onto the supposed moral fecklessness of individuals	politicians are not taking a moral stance over welfare reform	0
welfarism has become an all consuming be all and end all for a significant minority of society	the problem is that welfarism has gone far beyond a safety net, or anything compassionate	0
welfarism has become an all consuming be all and end all for a significant minority of society	we actually encourage people to become dependent on the state	0
CF is interested in the demoralising impact of welfarism 	CF is not interested in Cameron making cuts	0
The welfare state that we have at the moment here lacks a sense of ‘just desert’	when people try to make a distinction between the deserving and the less deserving claimants, some people then kick up about it	0
you get certain ‘social goods’ which are greater than that	that’s not necessarily how the welfare state was ever intended to work, or the way it does work	0
I might not take back from the National Health Service or from the welfare state, the things that I put in, the money that I put in through my tax	you get certain ‘social goods’ which are greater than that	0
I want to live in a London that doesn’t have high levels of homelessness	I certainly get indirect effects; indirect goods.	0
I want to live in a London that doesn’t have high levels of crime	I certainly get indirect effects; indirect goods.	0
you put a pound in	it takes a very simple view	0
I certainly get indirect effects; indirect goods.	there are other things that the taxpayers get back from the welfare state.	0
that it’s not the job of Government to favour or privilege any one moral view.	if we’re in a Liberal society, as opposed to a Republican society, we might care about the principal of neutrality;	0
The State can never really be neutral though,	It should try to be as neutral as possible between those, except in cases such that people’s chosen morality prevents other people from living their lives.	1
it doesn’t do something that also has an impact on everyone.	The State can never really be neutral though,	0
The State can never really be neutral though,	this whole neutrality position is a bit- just a way of getting out of the question.	0
if one is a Liberal, the principal of neutrality is as good as any other.	this whole neutrality position is a bit- just a way of getting out of the question.	1
It is about a kind of moral responsibility that the State also has, both to the next generation; to children who grew up in a situation which may set them off on a completely wrong track in life, in which people themselves are often rather miserable and trapped?	what AB and AM’re talking about here is non-domination	0
one might have moral judgement about the lives these people are living	that’s a judgment that one might have	2
if we’re in a Liberal society, as opposed to a Republican society, we might care about the principal of neutrality;	one might have moral judgement about the lives these people are living	0
that it’s not the job of Government to favour or privilege any one moral view.	It should try to be as neutral as possible between those, except in cases such that people’s chosen morality prevents other people from living their lives.	0
If we want to live in a Liberal society that is also tolerant, we must have a set of principles that we all digest and understand, that ground and explain, and justify why we behave as we do	It should try to be as neutral as possible between those, except in cases such that people’s chosen morality prevents other people from living their lives.	0
they’re not able to impose the right sort of levels	it is Helen's view that what we have here is a group of people who can’t impose moral standards on their own lives, and need help to impose those standards on their lives	2
within that bracket Helen would certainly put families who are living with very high levels of aggression and violence, who are terrorising communities	they’re not able to impose the right sort of levels	0
there are other families, where actually they do need a great deal of help	it’s right to intervene	0
you can help them get back on their feet and able to parent their children effectively	it’s right to intervene	0
there are other families, where actually they do need a great deal of help	it is Helen's view that what we have here is a group of people who can’t impose moral standards on their own lives, and need help to impose those standards on their lives	2
Britain actually is quite unusual internationally	we should move towards a system which is more based on what you deserve	0
it’s moved the furthest away of any of the industrialised countries from a contributory system where what you’ve paid in is what you get out	Britain actually is quite unusual internationally	0
that’s what William Beveridge wanted when he was designing the welfare state	That was the way our system was supposed to work as well	0
William Beveridge thought about having this two-tier system	that’s what William Beveridge wanted when he was designing the welfare state	0
we never properly put that into operation	Britain is actually very unusual compared to other countries	0
it should be about a bit of both	the welfare state should be about what people need/what they deserve	2
In most other countries there’s something like an unemployment insurance	if you have become unemployed and you’ve paid in in the past, you’ll get a more generous rate of benefits than people who haven’t paid in	0
they are not	Helen is teaching people to live with their poverty, effectively	1
they are teaching people to manage their poverty, but also to look after their children	they are not	0
one that ought to, at least to some extent, be resurrected	he was rather flattering about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue	0
they're not absolutely right	they're absolutely right	1
JW is a Marxist	they're not absolutely right	0
it’s quite striking that all three witnesses, coming from very different positions, put their finger on that	three of the witnesses, coming from what MP took to be different political positions, did arrive at the point that there has been an intervention by government which is at the heart of the problem	2
what has driven a great deal of the problems that we’ve got now is the need for capital to find new ways of making money	MT would adopt a more kind of quasi Marxist position	0
there’s some very virtuous people who work in the City of London and do extraordinarily good things with their money.	I don’t mean to say that everybody within it concedes to that bad behaviour	0
No, no. I don’t think there’s anything wrong with people making a profit	Giles thinks that the banking industry, the City of London and Capitalism are upsetting and immoral.	1
If they take risks with their own money and they can lose their own money, then that’s absolutely fine.	No, no. I don’t think there’s anything wrong with people making a profit	0
I don’t have problems with hedge funds making a lot of money, the partnership model; if they go bust, they go bust.	If they take risks with their own money and they can lose their own money, then that’s absolutely fine.	0
they’re not just playing with their own money	it seems to me that’s it’s almost as if you had a water utility, a hybrid company of a water utility, and a casino and then when the casino goes bust they say “Well I’m terribly sorry, we’re a water utility really, so we can’t go bust.”	0
it seems to me that’s it’s almost as if you had a water utility, a hybrid company of a water utility, and a casino and then when the casino goes bust they say “Well I’m terribly sorry, we’re a water utility really, so we can’t go bust.”	The problem with the way we’ve got – I mean we’ve talked about investment banking here around this table, as if it’s just a thing on it’s own but actually it’s linked with retail banking.	0
That is not the world we live in	an ideal world where politics was not a factor	2
people are not naturally work shy	JB didn’t say “Work shy”	0
people are not naturally work shy	JB's never referred to them being work shy	0
JB: did not take adversarial position towards the poor unfortunate people who’ve been trapped in the trap	the welfare state system is creating a whole class of work shy, people who are incentivised not to work	1
JB wants to get rid of the welfare state, the welfare system	JB: did not take adversarial position towards the poor unfortunate people who’ve been trapped in the trap	1
the welfare system is the problem	JB wants to get rid of the welfare state, the welfare system	0
KM didn’t ask JB that	JB didn't say he wants to get rid of the welfare state, the welfare system	0
if I have a child, I have to consider if I can afford the child	what’s really important is that we try and ask people, say on benefits, to start making the same decisions that we expect the people in work have to make	0
my income is likely to drop	if I have a child, I have to consider if I can afford the child	0
there’s no realistic consideration, or real world consideration	that’s where we can start asking the questions	0
anyone’s saying it should be two, or three, and that’s the limit	that’s where we can start asking the questions	0
they have to look at the interests of the child, and to have a debate about the environment in which you bring children into the world	that is not so morally wrong	1
If you look at these things, as anyone in work would look at, if you can’t afford to have children the State should not step in and say “Unconditionally, we will support you if you make the decision to have children you can’t afford”	they have to look at the interests of the child, and to have a debate about the environment in which you bring children into the world	0
what’s really important is that we try and ask people, say on benefits, to start making the same decisions that we expect the people in work have to make	for the State to start telling people whether or not they should have children, however tempting it might be in any individual case, is a very, very dangerous slippery slope	1
Sometimes people just want to have more children, even if they can’t afford them	That’s a very sort of, cost/benefit analysis approach to social policy and family life	0
That would be the normality	if you put money into a building society, that would be on the basis that other people were taking the money out of the building society, to buy a house for example	0
many people are a mixture of the two	there are about six times more savers than borrowers	1
there are about six times more savers than borrowers	That would be the normality	1
In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	it clearly shows that Cameron hasn’t learnt any lesson from the past	0
In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	it’s not going to have the effect that Cameron believes that it will	0
it clearly shows that Cameron hasn’t learnt any lesson from the past	RS makes xxx of Mr Cameron’s point that paying young people to move out of their parents’ home doesn’t mean they’re independent, they’re just dependent on other people’s parents	2
people aren’t very good at understanding financial products	they're easily seduced into acting, in the short-term, in ways which aren’t very good for them in the long-term	0
the history of the financial services industry does not demonstrate that this is an industry with a deep commitment to exploiting those weaknesses	the history of the financial services industry demonstrates that this is an industry with a deep commitment to exploiting those weaknesses, in order to make a fast buck	1
people aren’t very good at understanding financial products	the history of the financial services industry demonstrates that this is an industry with a deep commitment to exploiting those weaknesses, in order to make a fast buck	0
They’re both trouble to those within their family, particularly their children, and their and those around them	you can see an observable reality, is that families exist who are trouble	0
They’re both trouble to those within their family, particularly their children, and their and those around them	we do have a moral duty to intervene quite robustly in that situation	0
there is a definitional problem here	troubled families / troublesome families is / is not the crux of it	2
There’s no discipline there	if you want the moral hazard, instead of kind of just going on about the bankers, there is a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that	0
It is the case that some of the greatest examples of social progress over the years have come from well-off rich people, banks and so on, investing productively	there’s a danger when you kind of say, “The poor are the ones who suffer. The rich are the bad guys.”	0
the problem is that the only thing the banks have done is kind of consumer credit	They should actually be taking more risk and giving more money out	0
there is this sort of sense amongst a lot of young people, who just think, “I want that, so I’ll have that now. Thank you.”	if you want the moral hazard, instead of kind of just going on about the bankers, there is a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that	0
There’s no discipline there	In some ways you need that discipline, to be a saver, to think, “I won’t get into debt”	0
If you want the economy to run smoothly, you have to incentivise certain types of behaviour.	In some ways you need that discipline, to be a saver, to think, “I won’t get into debt”	0
If you want the economy to run smoothly, you have to incentivise certain types of behaviour.	in South Korea, in terms of how South Korean grew, it did incentivise saving, at certain times, by certain economic policies	0
the problem is that the only thing the banks have done is kind of consumer credit	What they should have been doing, what they could be doing, and what they haven’t got the nerve to do, is not loaning enough	0
These are families with a very wide range of needs	there are high levels of concern over their ability to care for their children	0
there are high levels of concern over their ability to care for their children	These are children  on the threshold of being taken away to live in care	0
they’ve over broadened their remit over recent years	this is not just saying “Social services should do it”	0
they’ve over broadened their remit over recent years	this has somehow changed it to focusing on the individual behaviour	0
they have many more clients that are not as extreme, as the Government would see it	what is happening is that this is a small number of social work clients, 120,000	0
what this initiative is about doing, is to work with these small numbers of families with very complex needs	what is happening is that this is a small number of social work clients, 120,000	0
they have many more clients that are not as extreme, as the Government would see it	Helen would go and work in families’ homes, working alongside them to achieve change, and that change would be around improving the circumstances for their children, and making them safe	0
That’s the definition that the Government is using	Helen and Claire should be clear that Helen and Claire’re talking about 120,000 families	0
These are families with a very wide range of needs	Helen and Claire should be clear that Helen and Claire’re talking about 120,000 families	0
These are children  on the threshold of being taken away to live in care	that’s what social services have a responsibility to deal with	0
they’ve over broadened their remit over recent years	that’s what social services have a responsibility to deal with	0
the debate about whether the State stepping in telling people to have children or not, is not the debate tonight	if a child's brought up into a poor family that's not going to make the family's life worse	0
People have survived that for centuries	if a child’s brought up into a poor family that that’s going to make their life worse?	1
It wasn't that distant in moral terms from where we are now	in this particular case, what are crimes now were very much crimes then	0
that is a good case and something AM does take very seriously	That is interesting	0
we do look back to the fact that people were making stirring speeches about it at the time	that is a good case and something AM does take very seriously	0
That's what drove it	that plays against Matthew's point	1
that's MT's opinion	That's what drove it	1
This is a very interesting point.	it would not be okay under these circumstances for, say, a holocaust victim to take a civil damages case against Angela Merkel	1
You do get reparations in Germany	This is a very interesting point.	0
When you see these cases, there is still a strong feeling of saying, it wasn't so bad after all	that's a hang up Britain has got	0
It was in essence a tyranny	Nothing good happened under Nazism	0
Lawrence James doesn't really like this case	what was interesting tonight is when you hear Lawrence James who was the second witness	0
Lawrence James wants to muddy the waters	what was interesting tonight is when you hear Lawrence James who was the second witness	0
The difference is that this was an aberration	The reason we need these case assist because of that ambiguity	1
MP wouldn't go as far as Lawrence James went	nothing horrible was done under the Empire	1
a lot of bad things were done under the Empire	MP wouldn't go as far as Lawrence James went	0
The Empire brought a lot of good things	bad things done under the Empire were an aberration	0
Nothing good happened under Nazism	that's the great difference between the Empire and Nazism	0
It was in essence a tyranny	the country was responsible for what happened in a way that Britain is not responsible, collectively, in the same way, for what happened to these people.	0
it seems entirely unclear	Claire is nervous	0
there’s certain people you just say, “You shouldn’t have children, you’re not fit to have children”	There is a kind of weeding out unfit parents	0
People talk about abuse at the same time as talking about getting kids to school on time, at the same time as talking about them not eating the right kind of food and not reading to their kids	it seems entirely unclear	0
That seems to be the danger	Claire doesn't want a State – or Helen, to have a kind of normative view of what good parenting is	0
that is really important	we must get back to who these families are and why they are so  dysfunctional	0
it’s not a role of social workers, or any other person, to say that “You should be capped at number 3.”	as part of that programme, Helen would say that Helen does have a remit to ask parents to consider what having another child would mean for them, and to get them to consider the opportunities for contraception	0
the discourse around this that we’ve had, with some of these very hysterical comments from Louise Casey and the Government, are not acceptable	That seems to be the danger	0
we must get back to who these families are and why they are so  dysfunctional	That seems to be the danger	2
as part of that programme, Helen would say that Helen does have a remit to ask parents to consider what having another child would mean for them, and to get them to consider the opportunities for contraception	a situation in which Helen would tell a woman that she shouldn’t have a child, or another child would be xxx	2
there is a very tiny minority of families that fall into that situation	Anne and Ruth agree that there are some troubled families	2
Ruth is not in those cases wholly opposed to family intervention programmes	Ruth would do xxx about it	2
It was a state mechanism to compensate for that, that we have this	whatever about papering over the cracks of inequality, it certainly was papering over the weakness of the productive economy	0
Simply	xxx is how we deal with the fact that so many people now do seem to assume that they can have something for nothing	2
we have to change the nature of the financial system and the economy	Simply	2
as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan	we have to regulate it	0
I get loans pushed on me all the time	as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan	0
that is not a particularly moral position to take	it is not moral when somebody is saying “I don’t want to move away from being dependent on other people for just any job; only a decent job with a very good wage, or an interesting job.”	2
this actually has a fine tradition elsewhere	It’s also not the case that the idea of independence from the State, and character building is confined to the English public school system	0
that is a moral position to take	that is not a particularly moral position to take	1
the idea that people should take any job at any wages, any conditions is an immoral position to take	that is a moral position to take	0
we are living in a country with a minimum wage	the idea that people should take any job at any wages, any conditions is an immoral position to take	1
people on minimum wage usually have benefits; are usually forced to take on benefits	the idea that people should take any job at any wages, any conditions is an immoral position to take	0
the State is already helping them	people on minimum wage usually have benefits; are usually forced to take on benefits	0
the State is subsidising employers who refuse to pay people decent wages	the State is already helping them	1
That’s the English public school version of morality	it builds your character	0
many people are working who get it	Kenyan cannot just do little policy bits to get Kenan off the argument	0
It’s also not the case that the idea of independence from the State, and character building is confined to the English public school system	That’s the English public school version of morality	1
They have absolutely very little choice except to take the terms that are being offered to them	JL should be worried that he's taking advantage of people when they are really in no position to negotiate	0
that is totally untrue	They have absolutely very little choice except to take the terms that are being offered to them	1
JL's customers all have bank accounts	What is actually happening is that people are choosing to pay down their long-term debt, their credit cards and their bank loans	0
What is actually happening is that people are choosing to pay down their long-term debt, their credit cards and their bank loans	they are choosing to borrow small amounts of money for short periods of time	0
they don’t have the security of future income that they did have before the credit crisis	they are choosing to borrow small amounts of money for short periods of time	0
they are choosing to borrow small amounts of money for short periods of time	that is totally untrue	0
That’s given us everything from sewage and welfare and trains, to museums and orchestras.	The inherent morality of money making in general, is that it has enriched us all.	0
what’s happening in the industrial revolution we’re experiencing at the moment, is precisely that 70% of the world is benefitting from it. Whereas the industrial revolution of the nineteenth century was confined to Europe and North America.	A good chunk of the world did notice the boom times that developed countries had.	0
some of the world is suffering from the impact of development on climate change, for example.	  I think that wealth creation has benefitted a lot of the world, but not all the world	0
you’re leaving out a good chunk of the world which is still sitting there in poverty and didn’t really notice the boom times that some of us had in the developed countries	there is one caveat	0
there is one caveat	The inherent morality of money making in general, is that it has enriched us all.	1
A good chunk of the world did notice the boom times that developed countries had.	you’re leaving out a good chunk of the world which is still sitting there in poverty and didn’t really notice the boom times that some of us had in the developed countries	1
if you took something like ‘welfare to work’ set up by a Democrat American president who simply thought that too many people in the underclass were getting trapped in a dependency that wasn’t good for them, wasn’t good for their children, he was also being too punitive	AM doesn't know what RS's solution would be if he didn’t go that way	2
‘welfare to work’ creates the opposite of a dependency on welfare state	if you took something like ‘welfare to work’ set up by a Democrat American president who simply thought that too many people in the underclass were getting trapped in a dependency that wasn’t good for them, wasn’t good for their children, he was also being too punitive	1
It creates a dependency on work	‘welfare to work’ creates the opposite of a dependency on welfare state	0
If it’s low paid. If it’s very poor conditions, if you have to drive, if you can’t look after your children, if it causes damage to your health; then it is	that is a not a bad thing	1
it's not only the right to a job that RS'd accept	it’s only the right to a job that RS’d accept	1
There are benefits to work, obviously self-esteem, aspiration, sort of intangible goods which individuals feel	it's not only the right to a job that RS'd accept	0
there is a minimum for any work, sort of the standards that we would perceive	there has to be a bottom line beyond which it turns into outright exploitation	0
We have a minimum wage	there has to be a bottom line beyond which it turns into outright exploitation	1
The origin of the word ‘credit’ is the Latin ‘Credere’ – to believe.	The basis of Capitalism is actually that it requires belief and trust and credit.	0
Without these things it doesn’t function.	The basis of Capitalism is actually that it requires belief and trust and credit.	0
The incidents of real ethical abuses, let alone criminal abuses, in investment banking is actually very small.	Yes, and even with these egregious examples of which I am the strongest possible critic, it is the case – because the system is still just about working – that trust and credit, and codes and mutuality and things like that still exist, to some extent.	0
it shouldn't be stigmatised to get into debt at all	SR is shying away from stigma	0
we need both debt and savings	it shouldn't be stigmatised to get into debt at all	0
the problem is that many people, either knowingly or because credit cards were being thrust at them, have taken on debts they can’t possibly hope to pay	it shouldn't be stigmatised to get into debt at all	0
The judiciary have ruled they have the right to make this case	they are proceeding with it	0
we have xxx much legal responsibility for the actions of the past	in terms of the case of these individuals they have a perfect right to pursue the claim that they are making and it is reasonable for the British state, even though today's politicians weren't implicated in this, for the British state to be answerable of the actions of the British state in the past, in this specific case	2
Mr Cameron does not have to answer for the decisions of, say, Lord Palmerston	we have xxx much legal responsibility for the actions of the past	2
it is reasonable to argue that given what they went through, as the closest they can get to the people who perpetrated this is the British state, indeed the state benefitted from colonialism in a variety of ways, it's reasonable that they should seek recompense from the British state	Mr Cameron does not have to answer for the decisions of, say, Lord Palmerston	1
they have nowhere to go	it is reasonable to argue that given what they went through, as the closest they can get to the people who perpetrated this is the British state, indeed the state benefitted from colonialism in a variety of ways, it's reasonable that they should seek recompense from the British state	0
the State has a duty to intervene / it is  wrong to intervene	we’re talking about the general sort of, philosophical underpinning of this.	2
If you take the classic Louise Casey situation: a mother, serially deprived, not been parented herself, can’t look after her child, the child is truanting, the child’s getting into crime, the mother has mental health problems, the mother is abused, non-domination has nothing do with it	a Liberal society has an absolute moral duty to go and help those people, especially the child	0
children can be vulnerable to domination to their parents	the State does have a duty to protect those who are vulnerable to domination	0
There are many different aspects to this,	In MP's long list of ills that are suffered by this family there are some things that would be justifiable grounds and other things that wouldn't be	0
Anne tried to push AB on that	AB talks about neutrality as a principle	0
That’s AB's sort of neutrality	the non judgmental position that the State has taken now for several decades, that lifestyle choice is what it’s all about, we only care about whether the child is poor we don’t care about whether the family is married or not married, and so on. That has actually pushed mass fatherlessness, which has given financial incentives to mass fatherlessness, which has produced untold misery	2
it’s produced terrible harm	it’s not neutrality at all	0
at no time before the welfare state, was there mass permanent unemployment	In the same way that in other countries which run well and efficient welfare states, have very low unemployment – much lower than we do – it would be as low, or lower as it is there	0
There is no natural condition of unemployment	only since the welfare state has there been permanent unemployment	0
In the same way that in other countries which run well and efficient welfare states, have very low unemployment – much lower than we do – it would be as low, or lower as it is there	In JB's ‘non-utopia’ where he's abolished the welfare state, xxx is what happens to those 2 million	2
unemployment comes about on a mass permanent scale entirely because of the welfare state	only since the welfare state has there been permanent unemployment	2
I welcomed them to the Church actually	you famously welcomed the Occupy protesters to St Paul’s Cathedral	1
I welcome everybody to Church	I welcomed them to the Church actually	0
there is an element in this of Christianity fetishising poverty	you famously welcomed the Occupy protesters to St Paul’s Cathedral	0
Christianity has a problem with wealth creation	there is an element in this of Christianity fetishising poverty	0
there's a problem here that people are very upset when other people make a lot of money, even though that can benefit a huge number of other people	You talk about greed; people are indeed very angry about large bankers bonuses.	0
I think Christianity has still not got its head around making money.	Christianity has a problem with wealth creation	0
I don’t think that’s what this is about, and I don’t think it’s what it’s about for me.	there's a problem here that people are very upset when other people make a lot of money, even though that can benefit a huge number of other people	1
My favourite story about that is Saint Francis of Assisi, who was so against money that he made his monks put a coin – if they got caught touching money they’d have to put a coin in their mouth and put it in a pile of dung, he hated money so much. But then when he died they build a huge great big expensive mausoleum for him on the top of the	I think Christianity has still not got its head around making money.	0
Christianity is very ambivalent about money.	I think Christianity has still not got its head around making money.	0
it's not a very important thing to do	SR didn’t mean to say that, if it came across as that, at all	0
household debt is about £55,000	we are getting to the point where debt is simply going out of control	0
it's not a very important thing to do	it’s / it's not a very important thing to do	2
we are getting to the point where debt is simply going out of control	SR didn’t mean to say that, if it came across as that, at all	0
xxx is the nature of the conversation in the marketing departments	these companies, in their marketing departments, sit down and say to themselves, “When we’re advertising our products, we should make sure that consumers really, really, really understand what they’re getting in for”?  / they sit down and think, “How can we get customers to buy our products, by putting in the shop window the most generous possible figures in the hope that they won’t understand that that’s just an offer to lure them in”?	2
the main conversation is, “How do we do compliant adverts?”	xxx is the nature of the conversation in the marketing departments	2
In the marketing department	the main conversation is, “How do we do compliant adverts?”	2
credit advertising is highly regulated	the main conversation is, “How do we do compliant adverts?”	0
credit advertising is highly regulated	if you get it slightly wrong you cause yourself a major problem, and you have the Office of Fair Trading on your back straight away, as is happening now with some leaders	0
everyone, from the ancients to kind of most world religions, see thrift and prudence as virtues because xxx	debt is morally neutral	1
thrift and prudence are virtues	everyone, from the ancients to kind of most world religions, see thrift and prudence as virtues because xxx	2
thrift and prudence are not virtues	thrift and prudence are virtues	1
thrift and prudence are virtues	if they're virtues, that implies that the opposite of thrift and prudence is immoral	0
the fourth child in David Cameron’s Chinese style three-child policy is not undeserving	If we’re returning to the notion of the deserving and the undeserving poor, xxx happens to the children of the undeserving	2
xxx is how we move from a policy that we’ve been pursuing for quite a long time, of trying to fight poverty mainly by giving people more in cash benefits, which solves the problem today, to a policy which is more about solving the problem over the long run by moving more people into work, reducing unemployment	What we do need to think about, are people’s incentives, and how you set up people’s incentives in the right way, that people do the right things	2
these terms ‘deserving’ or ‘undeserving’ are not particularly helpful	the fourth child in David Cameron’s Chinese style three-child policy is not undeserving	2
these terms ‘deserving’ or ‘undeserving’ are not particularly helpful	What we do need to think about, are people’s incentives, and how you set up people’s incentives in the right way, that people do the right things	0
Helen would like social workers to teach people to pay their rent on time, get children to school on time; those kinds of things	Helen would like social workers, the State, to teach people to do xxx	2
this is about getting children into school.	Helen would like social workers to teach people to pay their rent on time, get children to school on time; those kinds of things	0
That would be a baseline, that children are actually safe	this is about getting children into school.	0
there is a serious banking issue, yes	Boudewijn thinks there is no real banking problem, apart from a few rotten apples	1
the issue has to do with something else than immoral behaviour	Boudewijn thinks ther is no wider cultural problem	1
I think that if you look at trust in the banking sector, we’ve seen that it’s been declining to very low levels	the issue has to do with something else than immoral behaviour	0
my theory is that trust not only requires moral integrity, but also competence	I think that if you look at trust in the banking sector, we’ve seen that it’s been declining to very low levels	0
I think that competence is lacking in the banking industry	my theory is that trust not only requires moral integrity, but also competence	0
that is something that we don’t read in the newspapers every day	we’re not so much aware that trust is lacking	0
there is a problem	a punitive welfare state, a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is not sufficient to break this apparent perceived cycle	0
it creates these disincentives	there is a problem	0
we do need to get back to this idea of desert	these things are in some sort of a balance	0
these things are in some sort of a balance	AM doesn't quite understand what RS's real criticism is of what Mr Cameron was saying	0
a punitive welfare state, a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is not sufficient to break this apparent perceived cycle	one of the things that RS picked up when he was listening in the green room was about this idea of this demoralisation	0
we’ll not further entrench the type of poverty	there is not a danger that we’ll actually make things worse	0
a carrot and a stick approach to welfare state won't actually solve them	there is a problem	0
you would be intervening	you would accept your non domination theory would fall if you were intervening for the good of those around them as well respecting their rights to be non dominated.	0
It depends on how one unpacks all of those terms.	You would think that you were imposing a kind of domination on your neighbors if you were just behaving very badly, and making everybody’s lives a misery around you	2
Whether it means interfering in those families being able to conduct a flourishing life; whether it’s intervening in their property, in their bodily integrity; in their mental wellbeing by continuous harassment or nuisance.	you would be intervening	0
we already have legislation that can deal with keeping children safe and ensuring they get to school on time	it’s these other areas, these increasing interventions that Claire is interested in	0
they have lost their ability to do that	many of the families they have to teach them how to have fun, and enjoy their children	0
that is neither a moral nor a practical way forward	Mr Cameron was perfectly within his rights to raise that	0
it needs thoughtful reform to avoid the tendency that it has to trap people in dependency as a way of life	it does need reform	0
it is simply the case that buying a cup of coffee is something which is substantially less demanding than working up a long-term interest rate	it is a reasonable thing for the state to intervene in those cases	0
the knowledge is bounded	it is a reasonable thing for the state to intervene in those cases	0
It’s only since the state intervened that people have been uninterested in which bank they put their money in	it is a reasonable thing for the state to intervene in those cases	1
In the old days of early capitalism, bankers were famously prudent people	It’s only since the state intervened that people have been uninterested in which bank they put their money in	0
bankers went to great lengths to advertise how prudent they were	In the old days of early capitalism, bankers were famously prudent people	0
This stopped not because of the big bang, which liberalised banking, which is what everybody thinks	In the old days of early capitalism, bankers were famously prudent people	0
they are lenders	it’s difficult for savers to take the high moral ground	0
there should be both savers and borrowers, naturally	if they're lenders, that implies there are borrowers	2
there was horror at Mau Mau.	The horror that was going round there, which nearly cost Macmillan his election, was horror at the way the British Army had behaved, not at Mau Mau.	1
the situation in Kenya was a bloody dirty war	there was horror at Mau Mau.	0
it's not brutal enough	it's a situation where, six years before the start of the Kenya emergency, the British Army in India is being hammered by the nationalists and the Muslims	0
the fireman has used too much water to quench the fire	we're criticising the fireman	0
the fireman has used too much water to quench the fire	these judgments are very difficult to make	1
in the context of what we're talking about tonight the strange phenomenon then occurred, where the British went in denial and have been in denial ever since.	these judgments are very difficult to make	1
atrocities should be - war crimes or atrocities perpetrated against civilians should be - justice should be done regardless of limit of time	the first and third witnesses didn't seem to draw much a distinction between the British Empire and the Third Reich.	0
we don't have the perpetrators in court	we are not prosecuting crimes that were committed against these unfortunate people	0
