t1	t2	type
In the same way that in other countries which run well and efficient welfare states, have very low unemployment – much lower than we do – it would be as low, or lower as it is there	In JB's ‘non-utopia’ where he's abolished the welfare state, xxx is what happens to those 2 million	2
unemployment comes about on a mass permanent scale entirely because of the welfare state	only since the welfare state has there been permanent unemployment	2
the fourth child in David Cameron’s Chinese style three-child policy is not undeserving	If we’re returning to the notion of the deserving and the undeserving poor, xxx happens to the children of the undeserving	2
xxx is how we move from a policy that we’ve been pursuing for quite a long time, of trying to fight poverty mainly by giving people more in cash benefits, which solves the problem today, to a policy which is more about solving the problem over the long run by moving more people into work, reducing unemployment	What we do need to think about, are people’s incentives, and how you set up people’s incentives in the right way, that people do the right things	2
these terms ‘deserving’ or ‘undeserving’ are not particularly helpful	the fourth child in David Cameron’s Chinese style three-child policy is not undeserving	2
these terms ‘deserving’ or ‘undeserving’ are not particularly helpful	What we do need to think about, are people’s incentives, and how you set up people’s incentives in the right way, that people do the right things	0
there is a problem	a punitive welfare state, a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is not sufficient to break this apparent perceived cycle	0
it creates these disincentives	there is a problem	0
we do need to get back to this idea of desert	these things are in some sort of a balance	0
these things are in some sort of a balance	AM doesn't quite understand what RS's real criticism is of what Mr Cameron was saying	0
a punitive welfare state, a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is not sufficient to break this apparent perceived cycle	one of the things that RS picked up when he was listening in the green room was about this idea of this demoralisation	0
we’ll not further entrench the type of poverty	there is not a danger that we’ll actually make things worse	0
a carrot and a stick approach to welfare state won't actually solve them	there is a problem	0
that is neither a moral nor a practical way forward	Mr Cameron was perfectly within his rights to raise that	0
it needs thoughtful reform to avoid the tendency that it has to trap people in dependency as a way of life	it does need reform	0
they are somehow or another demoralized and broken	a lot of young people sort of, had a sense of entitlement, which wasn't very healthy	3
it clearly shows that Cameron hasn’t learnt any lesson from the past	That’s not good	3
it clearly shows that Cameron hasn’t learnt any lesson from the past	it needs thoughtful reform to avoid the tendency that it has to trap people in dependency as a way of life	3
We can’t start dividing the population between the deserving and the undeserving	In one of the US states that went the furthest in this in diverting people from being on welfare, they managed at one point to reduce the number of people on benefits by 90%	3
that majority doesn't include CL	It’s been done to them, not done by them	3
CF is not interested in Cameron making cuts	Clifford was swayed by James and Neil to discover that James and Neil weren’t saying that everyone was feckless, lazy scroungers	3
This is often a working benefit	it’s not a problem making a penny more	3
xxx is what JB will do	there are two different ways of improving the incentives to work	3
it is the knock down argument	people would require the social context in which work happens	3
individuals are feckless and lazy	CF is interested in the demoralising impact of welfarism 	3
that is fair	eighteen plus're kind of overgrown children	3
you’ve got about 30% of claimants who’ve got some sort of attitudinal problem	the desire to work is innate	3
That worries CL very much	in the media there is quite a lot of blame	3
that’s not right	That’s not good	3
lots of people are doing part time work	It’s creative	3
they want the relationships that go with work	there’s certainly a point that welfare spending in this country is too high	3
If it were politically possible, JB would / would not want to abolish the welfare state altogether	it’s because of government interference	3
what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work	we should not talk about externalities, we should talk about internalities	3
you get certain ‘social goods’ which are greater than that	a housing crisis, billions wasted on housing benefit lining the pockets of wealthy landlords because we stopped building social housing	3
the desire to work is innate	the welfare state system is creating a whole class of work shy, people who are incentivised not to work	3
JB didn’t say “Work shy”	it should be about a bit of both	3
people should do xxx in a place like Merthyr Tydfil	It’s also not the case that the idea of independence from the State, and character building is confined to the English public school system	3
they should really be angry with their government for not addressing the underlying social policy issues	in a situation, rather than taking benefits, rather than giving a speech, what I should do is I’ll do anything. I’ll take any bits and jobs I’ll do anything because I’m not going to be dependent, either on my parents or on the State; I want to grow up, be independent. I don’t want to be beholden to the State. I don’t want to sit there passively, and I’ll take a low paid, part time job	3
in the media there is quite a lot of blame	It does work up to a point insofar that the introduction of tax credits did move some groups, particularly lone parents, that helped to get more of them into employment	3
This is a huge opportunity that we’ve barely begun to explore in the UK system	That is not the world we live in	3
it builds your character	William Beveridge thought about having this two-tier system	3
There is no natural condition of unemployment	Owen wants to take housing benefit down	3
Britain is actually very unusual compared to other countries	Kenyan cannot just do little policy bits to get Kenan off the argument	3
KM's not in this business	there is a lack of recognition that there’s anything sapping away at the moral of young people in particular, who are dependent on the State.	3
it is also very much a trap	we do need to get back to this idea of desert	3
There is no natural condition of unemployment	you’ve got about 30% of claimants who’ve got some sort of attitudinal problem	3
Claire's no evidence for Claire's assertions	the growth of what Claire calls ‘welfarism’ is to do with, firstly the disappearance of so many skilled middle income jobs; and secondly due to the failure to build social housing	3
we’ve had the benefits, whatever they are, from our family of being set up in such a way that we understand the world of working and how to get on in life	these people don't exist	3
What we do need to think about, are people’s incentives, and how you set up people’s incentives in the right way, that people do the right things	There will be a government supplied safety net	3
the current debate is about deflecting debate from those failures onto the supposed moral fecklessness of individuals	KM's not in this business	3
Cameron has / has not a point	they are right about that	3
There’s 5 million people languishing on social housing waiting lists	JB's no idea whether it’s innate	3
you must require them to work	there are incentives inherent in housing benefit, particularly when its begun at an early age	3
JB's no idea whether it’s innate	we only saw riots last year with young people saying “Why shouldn’t I have this? Why shouldn’t I have that?”	3
It doesn’t go to the tenant	Merthyr Tydfil, in Wales has one of the highest unemployment rates in the country	3
There will be a government supplied safety net	that it is a problem	3
housing benefit, particularly when paid out very young to so many young people, has a debilitating-	If it were politically possible, JB would / would not want to abolish the welfare state altogether	3
if the welfare state did not exist and you became unemployed, and you rely on your friends and family to get by, and then someone comes along and offers you a job but it doesn’t give you more money than your family and friends are going. We would still expect you to take that job	there is no distorting effect	3
Anne's completely misunderstood the point of housing benefit	that majority doesn't include CL	3
the welfare state, as it is, is a safety net / is a trap	they don't have a sense of entitlement from the state rather than a sense of self-reliance	3
we could move some of that money around so it’s less for not working and more for going into work, and supporting those people who are trying hard on low wages, and who we want to see succeed	it must be the day job	3
There is no natural condition of unemployment	people do take those jobs	3
these programs from other countries, they work	If you’re staying on your mates coach and all the rest of it, and you get a job, you want to prove that you’re going to not just kind of go “Oh well, it’s not that much money.” You’ll use it, that’s what you want.	3
people are incentivised to remain unemployed	that majority includes / does not include CL	3
If we don’t give more benefits, more welfare, we’re going to end up with homeless young people everywhere, destitution and so on	JB didn't say he wants to get rid of the welfare state, the welfare system	3
People have a moral duty to work to support themselves	what we need is more houses	3
in itself this is undesirable	Claire's a campaigner for more housing	3
it’s to do with a bunch of lazy scroungers dribbling on their sofas watching reflections of themselves on Jeremy Kyle	in a situation where you’re looking after kids. Out of pride, you don't say “Well I’m not going to take benefits and force my children to suffer as a consequence of my own stubbornness.” 	3
what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work	a high proportion of people are desperate to work, that work on such low wages that they have to have benefits in order to top them up	3
Claire has an answer to Neil's complaint that the market in housing has seriously distorted the housing benefit	there seemed to be a germ of compassion about what Neil was saying	3
James and Neil’re not just welfare rangers, though they are welfare rangers	There’s no free education	3
it’s to do with a bunch of lazy scroungers dribbling on their sofas watching reflections of themselves on Jeremy Kyle	JB wants to get rid of the welfare state, the welfare system	3
they shouldn't resort to petty crime, rather than take benefits	if you have become unemployed and you’ve paid in in the past, you’ll get a more generous rate of benefits than people who haven’t paid in	3
This is a huge opportunity that we’ve barely begun to explore in the UK system	that’s a crucial difference	3
People move, in a life course, move in and out of work	eighteen plus're kind of overgrown children	3
in a situation, rather than taking benefits, rather than giving a speech, what I should do is I’ll do anything. I’ll take any bits and jobs I’ll do anything because I’m not going to be dependent, either on my parents or on the State; I want to grow up, be independent. I don’t want to be beholden to the State. I don’t want to sit there passively, and I’ll take a low paid, part time job	we haven’t actually done as much as we could have done	3
People have a moral duty to work to support themselves	it clearly shows that Cameron hasn’t learnt any lesson from the past	3
There is plenty of evidence to say that there is depression amongst the unemployed.	we could move some of that money around so it’s less for not working and more for going into work, and supporting those people who are trying hard on low wages, and who we want to see succeed	3
xxx is what JB will do	xxx is how JB regards it	3
we’ve done a lot to improve work incentives financially	a housing crisis, billions wasted on housing benefit lining the pockets of wealthy landlords because we stopped building social housing	3
There is plenty of evidence to say that there is depression amongst the unemployed.	there is a lack of recognition that there’s anything sapping away at the moral of young people in particular, who are dependent on the State.	3
it must be the day job	James and Neil’re not just welfare rangers, though they are welfare rangers	3
It’s not overwhelming	a punitive welfare state, a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is not sufficient to break this apparent perceived cycle	3
politicians are not taking a moral stance over welfare reform	the idea that people should take any job at any wages, any conditions is an immoral position to take	3
the reality is that in the last ten or twenty years there’s been a massive transfer of wealth from the poor to the rich, and from the young to the old, and that what Neil's really trying to do is to justify that by blaming the poor for their position	there seemed to be a germ of compassion about what Neil was saying	3
if you wanted to pay to work and to create a culture of work, it might be useful to have work in the first place, to have proper jobs at proper wages in the first place	In Wisconsin, when they made this requirement, and they gave a lot of help to people in terms of childcare A]; [in Wisconsin they had a reduction in welfare roles of up to 90%	3
the old idea of welfarism as a safety net, has changed	you must require them to work	3
last year 93% of new claimants were in a household in which somebody worked	you get certain ‘social goods’ which are greater than that	3
In most other countries there’s something like an unemployment insurance	we need to encourage young people to see a third way, an alternative to that	3
‘welfare to work’ creates the opposite of a dependency on welfare state	Owen is the champion of the working class	3
you don’t need to be working to claim it	what’s happened is, there’s been a huge and permanent increase in the number of people who are unemployed	3
they are somehow or another demoralized and broken	incentives are irrelevant	3
there are some things that are difficult; the housing market is one of them	the problem is that welfarism has gone far beyond a safety net, or anything compassionate	3
that would be great	these things are in some sort of a balance	3
it is the equivalent of calling people feckless and lazy to say that a lot of young people today have become so dependent in a passive way on somebody else sorting things out for them, that they do say “Why should I take that job? I don’t want to get up that early.”	Britain is actually very unusual compared to other countries	3
If you took the people around this table this evening, and you took away all of our contacts, our qualifications our great jobs and so on, we’d still have more internal resources than that guy	the welfare state should be about what people need/what they deserve	3
the old idea of welfarism as a safety net, has changed	it’s only the right to a job that RS’d accept	3
the old idea of welfarism as a safety net, has changed	there’s always a problem with any moral argument that says there is an innate desire to do things	3
The reason that the number of people on benefits has soared, is simply because the jobs that once existed disappeared	JB didn't say that	3
it’s these broader circumstances that we really need to get to the nub of	if you took something like ‘welfare to work’ set up by a Democrat American president who simply thought that too many people in the underclass were getting trapped in a dependency that wasn’t good for them, wasn’t good for their children, he was also being too punitive	3
there is no distorting effect	they are somehow or another demoralized and broken	3
there seemed to be a germ of compassion about what Neil was saying	This is often a working benefit	3
this actually has a fine tradition elsewhere	If we’re returning to the notion of the deserving and the undeserving poor, xxx happens to the children of the undeserving	3
That worries CL very much	This is often a working benefit	3
one of the big initiatives that Romin's looking at, is the troubled families initiative; this idea that this hardcore of really difficult families that we need to look at	That’s the English public school version of morality	3
that would be a good way of incentivising work	let’s not just call them ‘scroungers’	3
it’s not going to have the effect that Cameron believes that it will	there seemed to be a germ of compassion about what Neil was saying	3
a housing crisis, billions wasted on housing benefit lining the pockets of wealthy landlords because we stopped building social housing	it sort of goes back to the hypothetical couple living with their parents that Cameron spoke about in his speech on Monday. This couple who will say to Romin that I’m very angry that Romin sees these other people	3
If it were politically possible, JB would / would not want to abolish the welfare state altogether	In Wisconsin, when they made this requirement, and they gave a lot of help to people in terms of childcare A]; [in Wisconsin they had a reduction in welfare roles of up to 90%	3
In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	instead of wasting it lining the pockets of landlords it could be used to build housing which would stimulate the economy, create jobs, bring down the welfare bill, and bring down the social housing waiting lis	3
JB likens it to a mouse trap which has a rather stale piece of cheese in it	they are somehow or another demoralized and broken	3
It creates a dependency on work	the reality is that in the last ten or twenty years there’s been a massive transfer of wealth from the poor to the rich, and from the young to the old, and that what Neil's really trying to do is to justify that by blaming the poor for their position	3
If you’re staying on your mates coach and all the rest of it, and you get a job, you want to prove that you’re going to not just kind of go “Oh well, it’s not that much money.” You’ll use it, that’s what you want.	people on minimum wage usually have benefits; are usually forced to take on benefits	3
we are just providing the work that people want to do	there are lots of ways in which we can change our welfare state to make it better	3
Claire's no evidence for Claire's assertions	If we don’t give more benefits, more welfare, we’re going to end up with homeless young people everywhere, destitution and so on	3
James was blaming the system	It does happen	3
when people try to make a distinction between the deserving and the less deserving claimants, some people then kick up about it	it’s not going to have the effect that Cameron believes that it will	3
There are a number of people competing for work	what we need is more houses	3
when rents are soaring, they can’t afford to pay their rent.	JB doesn't know whether it is innate or not	3
xxx is how JB regards it	One of the confusing things in Britain is that actually the overwhelming majority of what we call ‘tax credits’, about 30 of the £33bn a year we spend on them is actually spent on stuff that’s actually not at all linked to being in work	3
that undermines the whole argument that you make about incentives	if you have become unemployed and you’ve paid in in the past, you’ll get a more generous rate of benefits than people who haven’t paid in	3
There will be a government supplied safety net	they shouldn’t be angry with young people who are making use of the welfare state	3
child tax credit is just like a much more generous version of child benefit	we’ve had the benefits, whatever they are, from our family of being set up in such a way that we understand the world of working and how to get on in life	3
people like KM who believe as a utopia, are precisely the ones who have led to bad policies and bad results.	the problem is that welfarism has gone far beyond a safety net, or anything compassionate	3
it is not the equivalent of calling people feckless and lazy to say that a lot of young people have become so dependent that they say `Why should I take that job? I don't want to get up that early.''	people who don’t work, who are unemployed, are depressed.	3
it is not	there is something distorting	3
Romin is overstating Romin's case, and at the same time treating young people as though they won’t cope with living in a garret, bit of poverty but I’ll get by	At this current time, the current context without social housing, with 5 million people on social housing waiting lists, people - of course they should claim housing benefit, if they are unable to pay what are extortionate rents. Particularly in places like London	3
We need to think much harder about how we can make the benefit system, the whole welfare state much more activating, how we can help to get those people into work	we’ve had the benefits, whatever they are, from our family of being set up in such a way that we understand the world of working and how to get on in life	3
JB didn't say he wants to get rid of the welfare state, the welfare system	Claire's a campaigner for more housing	3
There is no natural condition of unemployment	The problem isn’t lack of employment	3
JB's no idea whether it’s innate	they should just get on the bus to Cardiff	3
Neil's not trying to justify anything	The real question is to ask “What is the best welfare state we can make, in the real world?”	3
it’s not particularly attractive	xxx is how we move from a policy that we’ve been pursuing for quite a long time, of trying to fight poverty mainly by giving people more in cash benefits, which solves the problem today, to a policy which is more about solving the problem over the long run by moving more people into work, reducing unemployment	3
child tax credit is just like a much more generous version of child benefit	people who don’t work, who are unemployed, are depressed.	3
Claire wants more housing	This is often a working benefit	3
they’re not naturally lazy	they enjoy that	3
there is very great danger here of stirring up resentment towards people who need welfare to keep house and home together	it’s a very good point, Clifford’s just put Clifford's finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll	3
it creates these disincentives	that would be great	3
that majority doesn't include CL	there’s quite a substantial element of blame of the people who are so called ‘undeserving’, even if Neil doesn't accept the term	3
these programs from other countries, they work	we never properly put that into operation	3
we should move towards a system which is more based on what you deserve	the fourth child in David Cameron’s Chinese style three-child policy is not undeserving	3
I certainly get indirect effects; indirect goods.	it is true	3
in itself this is undesirable	We’d still be much better off	3
we have to starve people	If you’re staying on your mates coach and all the rest of it, and you get a job, you want to prove that you’re going to not just kind of go “Oh well, it’s not that much money.” You’ll use it, that’s what you want.	3
If the market doesn’t, for whatever reason never mind who’s fault it is, then the next thing that the government should do, is to provide jobs for these people to do	They go up, they go down	3
abolishing housing benefit for under 25s will lead to staying with your mates	this argument as benefits somehow taking people out of jobs, or disincentivising people simply doesn’t work	3
They go up, they go down	that is fair	3
it leads to a dependency which may in itself just not be a good way to live, or not be a good thing to pass on to your children.	we’ve seen millions of people claiming incapacity benefit, being dependent on benefits, young people have a sense of entitlement from the state, rather than a sense of self-reliance	3
if you have become unemployed and you’ve paid in in the past, you’ll get a more generous rate of benefits than people who haven’t paid in	child tax credit is just like a much more generous version of child benefit	3
there seemed to be a germ of a compassion about what James was saying	there is an internal failure in some cases	3
We’d still be much better off	what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work	3
let’s not just call them ‘scroungers’	individuals are not  feckless and lazy	3
they shouldn't resort to petty crime, rather than take benefits	JB: did not take adversarial position towards the poor unfortunate people who’ve been trapped in the trap	3
If it’s low paid. If it’s very poor conditions, if you have to drive, if you can’t look after your children, if it causes damage to your health; then it is	the reality is that in the last ten or twenty years there’s been a massive transfer of wealth from the poor to the rich, and from the young to the old, and that what Neil's really trying to do is to justify that by blaming the poor for their position	3
therefore [you are going to provide money to these people	It’s due to a triple crisis	3
It is a safety net	That’s how JB regards it	3
even if you incentivise people in those sort of way, the casualty can be the really innocent – the children	JB wants to get rid of the welfare state, the welfare system	3
in a situation, rather than taking benefits, rather than giving a speech, what I should do is I’ll do anything. I’ll take any bits and jobs I’ll do anything because I’m not going to be dependent, either on my parents or on the State; I want to grow up, be independent. I don’t want to be beholden to the State. I don’t want to sit there passively, and I’ll take a low paid, part time job	it takes a very simple view	3
At this current time, the current context without social housing, with 5 million people on social housing waiting lists, people - of course they should claim housing benefit, if they are unable to pay what are extortionate rents. Particularly in places like London	JB: did not take adversarial position towards the poor unfortunate people who’ve been trapped in the trap	3
it builds your character	Nothing JB said implies that JB regards it as a crime	3
In the same way that in other countries which run well and efficient welfare states, have very low unemployment – much lower than we do – it would be as low, or lower as it is there	you say, “You get benefits on the basis that you work.”	3
Anne's completely misunderstood the point of housing benefit	Royal Mail ran a scheme at Christmas, applying for seasonal work	3
it is also very much a trap	we could turn our tax credits, which aren’t really tax credits in the UK, into something you only get paid if you’re working	3
that does seem to correspond to the reality	JB doesn't know whether it is innate or not	3
RS makes xxx of Mr Cameron’s point that paying young people to move out of their parents’ home doesn’t mean they’re independent, they’re just dependent on other people’s parents	we have to starve people	3
a carrot and a stick approach to welfare state won't actually solve them	Clifford had quite an entertaining discussion with James	3
we never properly put that into operation	they can’t get full time work	3
there are lots of ways in which we can change our welfare state to make it better	the system, if it has an impact, has an impact	3
James is pretty clear cut, has pretty clear arguments, whether you agreed with them or not	Romin is overstating Romin's case, and at the same time treating young people as though they won’t cope with living in a garret, bit of poverty but I’ll get by	3
If you’re going to work very hard for 8 hours a day, 5 days a week and you’re going to make only £1 more than you would have made on benefits the urge to get a job is not as strong as it would be if you’d otherwise be penniless	it sort of goes back to the hypothetical couple living with their parents that Cameron spoke about in his speech on Monday. This couple who will say to Romin that I’m very angry that Romin sees these other people	3
xxx is the sort of conditionality; or sort of duties RS would expect people on benefit to undertake, in return for that support	we never properly put that into operation	3
If they’re going to be of working age, able bodied, and if they’re going to get benefits; they should not be allowed just to sit at home on benefits	that’s a crucial difference	3
child tax credit is just like a much more generous version of child benefit	I certainly get indirect effects; indirect goods.	3
that’s fair enough	the old idea of welfarism as a safety net, has changed	3
these things are in some sort of a balance	If that’s the kind of job system that Neil wants, it seems to be a deeply immoral way of dealing with the quest of work, and how people should look at work	3
you got a choice of being mollycoddled at home by your mum and dad, or you demand that you’re sustained by the State	last year 93% of new claimants were in a household in which somebody worked	3
The welfare state that we have at the moment here lacks a sense of ‘just desert’	the reality is that in the last ten or twenty years there’s been a massive transfer of wealth from the poor to the rich, and from the young to the old, and that what Neil's really trying to do is to justify that by blaming the poor for their position	3
that is not a particularly moral position to take	If it’s low paid. If it’s very poor conditions, if you have to drive, if you can’t look after your children, if it causes damage to your health; then it is	3
at no time before the welfare state, was there mass permanent unemployment	a housing crisis, billions wasted on housing benefit lining the pockets of wealthy landlords because we stopped building social housing	3
There’s 5 million people languishing on social housing waiting lists	that’s part of the way God made people	3
AM doesn't quite understand what RS's real criticism is of what Mr Cameron was saying	there’s two questions here	3
lots of people are doing part time work	It doesn’t go to the tenant	3
lots of people are doing part time work	that is fair	3
If we don’t give more benefits, more welfare, we’re going to end up with homeless young people everywhere, destitution and so on	what’s happened is, there’s been a huge and permanent increase in the number of people who are unemployed	3
Claire wants to encourage a society that treats people as grown ups; that allows them to grow up	you don’t get round everything about what you should about welfare dependency and welfarism by just saying “Well I’m sorry, but I can’t deliver the revolution tomorrow.”	3
we’ve thought too much, funnily, about the financial incentives to work, and not enough about the conditionality in the system	people are naturally creative and industrious, and want to work	3
There are a number of people competing for work	If the market doesn’t, for whatever reason it’s because of the failure of Capitalism	3
Over a million people, young people, without work, it has a scarring impact	that’s very dangerous to the solidarity, which civilization requires	3
that’s part of the way God made people	unemployment comes about on a mass permanent scale entirely because of the welfare state	3
a housing crisis, billions wasted on housing benefit lining the pockets of wealthy landlords because we stopped building social housing	Britain actually is quite unusual internationally	3
abolishing housing benefit for under 25s will lead to homelessness, hidden homelessness, sofa surfing, staying with the wrong people	you don’t just start having children, without your other circumstances being taken into account	3
people are naturally creative and industrious, and want to work	there’s always a problem with any moral argument that says there is an innate desire to do things	3
It creates a dependency on work	one of the things that RS picked up when he was listening in the green room was about this idea of this demoralisation	3
it would be wonderful if politicians could just snap their fingers and create millions of jobs	if there were twice as many jobs available, unemployment would fall drastically	3
The reason that the number of people on benefits has soared, is simply because the jobs that once existed disappeared	a housing crisis, billions wasted on housing benefit lining the pockets of wealthy landlords because we stopped building social housing	3
there has not been a transfer	that’s a crucial difference	3
there is something distorting	we have to bribe people	3
some people are not working because they can make a penny more from giving up their job and living at home	Clifford had quite an entertaining discussion with James	3
if there were twice as many jobs available, unemployment would fall drastically	In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	3
these programs from other countries, they work	there are too many people included in those categories	3
there is not a danger that we’ll actually make things worse	there are other things that the taxpayers get back from the welfare state.	3
it's not only the right to a job that RS'd accept	many people are working who get it	3
there is something distorting	It is a safety net	3
The real question is to ask “What is the best welfare state we can make, in the real world?”	there is an internal failure in some cases	3
the welfare state system is creating a whole class of work shy, people who are incentivised not to work	we do need to get back to this idea of desert	3
there’s two questions here	They go up, they go down	3
some people are not working because they can make a penny more from giving up their job and living at home	The way Neil would describe a lot of the people Neil's met who have been long term unemployed is kind of defeated, kind of depressed	3
JB would want to abolish the welfare state altogether	there’s a short-term relationship, but no necessarily a long term one	3
abolishing housing benefit for under 25s will lead to staying with your mates	the urge to get a job is overwhelming	3
there seemed to be a germ of compassion about what Neil was saying	there is a distorting effect on whether you’re prepared to go into training, whether you will go back in to the labour market; on what terms you’re prepared to take a job	3
there is very great danger here of stirring up resentment towards people who need welfare to keep house and home together	we ask people to do nothing in return for their benefits	3
they shouldn’t be angry with young people who are making use of the welfare state	some people are not working because they can make a penny more from giving up their job and living at home	3
we ask people to do nothing in return for their benefits	they want the relationships that go with work	3
witnesses don't have an answer to that	some people have an innate desire, so called, to work harder than others	3
the idea that people should take any job at any wages, any conditions is an immoral position to take	it's not only the right to a job that RS'd accept	3
We need to think much harder about how we can make the benefit system, the whole welfare state much more activating, how we can help to get those people into work	welfarism has become an all consuming be all and end all for a significant minority of society	3
there has not been a transfer	If they’re going to be of working age, able bodied, and if they’re going to get benefits; they should not be allowed just to sit at home on benefits	3
incentives and compulsions are irrelevant.	that majority doesn't include CL	3
incentives and compulsions are irrelevant.	that’s begging a lot of questions	3
witnesses don't have an answer to that	There is plenty of evidence to say that there is depression amongst the unemployed.	3
the argument that Anne was raising “Let’s not talk about externalities, let’s talk about internalities” as it were, misses the point	you’ve got about 30% of claimants who’ve got some sort of attitudinal problem	3
It’s not overwhelming	This guy’s just a scrounger, he needs a kick up the backside to get going	3
there is a problem	they shouldn't resort to petty crime, rather than take benefits	3
what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work	the State is subsidising employers who refuse to pay people decent wages	3
that’s not right	the system, if it has an impact, has an impact	3
We need to think much harder about how we can make the benefit system, the whole welfare state much more activating, how we can help to get those people into work	eighteen plus're kind of overgrown children	3
there are lots of ways in which you can hopefully allow the market to create jobs	We need to think much harder about how we can make the benefit system, the whole welfare state much more activating, how we can help to get those people into work	3
Merthyr Tydfil, in Wales has one of the highest unemployment rates in the country	Royal Mail ran a scheme at Christmas, applying for seasonal work	3
welfarism has become an all consuming be all and end all for a significant minority of society	we do not have the social circumstances to provide that for our young people.	3
Britain actually is quite unusual internationally	they want the relationships that go with work	3
abolishing housing benefit for under 25s will lead to homelessness, hidden homelessness, sofa surfing, staying with the wrong people	Owen seems to be finding every which way not to answer Anne's very sensible question	3
welfarism has become an all consuming be all and end all for a significant minority of society	it's not only the right to a job that RS'd accept	3
that would be great	youth unemployment is a blight on our nation	3
It’s been done to them, not done by them	they’re not naturally lazy	3
the welfare state, as it is, is a safety net / is a trap	They’re far more likely as a result to be unemployed in later life	3
it’s compulsion	That is not the world we live in	3
If people want to work, if it’s their nature to work, and if the work was there, then they’d go and do it	If you took the people around this table this evening, and you took away all of our contacts, our qualifications our great jobs and so on, we’d still have more internal resources than that guy	3
there is very great danger here of stirring up resentment towards people who need welfare to keep house and home together	It’s not overwhelming	3
This is often a working benefit	That’s the English public school version of morality	3
Romin is overstating Romin's case, and at the same time treating young people as though they won’t cope with living in a garret, bit of poverty but I’ll get by	Nothing JB said implies that JB regards it as a crime	3
the problem is that welfarism has gone far beyond a safety net, or anything compassionate	JB's never referred to them being work shy	3
people would require the social context in which work happens	it’s going back to the politics of the poor house	3
if the welfare state did not exist and you became unemployed, and you rely on your friends and family to get by, and then someone comes along and offers you a job but it doesn’t give you more money than your family and friends are going. We would still expect you to take that job	It’s so unnatural	3
there is not a danger that we’ll actually make things worse	many people are working who get it	3
JB  wouldn’t use the word ‘moral’	the current debate is about deflecting debate from those failures onto the supposed moral fecklessness of individuals	3
AM doesn't know what RS's solution would be if he didn’t go that way	That’s the English public school version of morality	3
Claire's no evidence for Claire's assertions	xxx is how we move from a policy that we’ve been pursuing for quite a long time, of trying to fight poverty mainly by giving people more in cash benefits, which solves the problem today, to a policy which is more about solving the problem over the long run by moving more people into work, reducing unemployment	3
people like KM who believe as a utopia, are precisely the ones who have led to bad policies and bad results.	that would be great	3
it takes a very simple view	CF is interested in the demoralising impact of welfarism 	3
In Wisconsin, when they made this requirement, and they gave a lot of help to people in terms of childcare A]; [in Wisconsin they had a reduction in welfare roles of up to 90%	they shouldn’t be angry with young people who are making use of the welfare state	3
what’s happened is, there’s been a huge and permanent increase in the number of people who are unemployed	you don’t need to be working to claim it	3
there are other things that the taxpayers get back from the welfare state.	it is / is not moral to ask people to work in a job that doesn’t really pay them that much more than being on benefits	3
If we don’t give more benefits, more welfare, we’re going to end up with homeless young people everywhere, destitution and so on	it’s requirement	3
nearly two million people t working tax credit, which means that they are in jobs which are so badly paid that they can’t survive, that they require benefits	The real question is to ask “What is the best welfare state we can make, in the real world?”	3
it’s a very good point, Clifford’s just put Clifford's finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll	It’s also not the case that the idea of independence from the State, and character building is confined to the English public school system	3
there is such a lot of evidence that it does have a distorting effect	there seemed to be a germ of compassion about what Neil was saying	3
This is often a working benefit	Britain actually is quite unusual internationally	3
JB would want to abolish the welfare state altogether	in the media there is quite a lot of blame	3
when people try to make a distinction between the deserving and the less deserving claimants, some people then kick up about it	We need to think much harder about how we can make the benefit system, the whole welfare state much more activating, how we can help to get those people into work	3
the young guy wasn’t turning up to work on time	we don’t want to blame them for that	3
the young guy’d lost his job at Tesco	JB would want to abolish the welfare state altogether	3
Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.	James was blaming the system	3
in a situation where you’re looking after kids. Out of pride, you don't say “Well I’m not going to take benefits and force my children to suffer as a consequence of my own stubbornness.” 	xxx is how JB regards it	3
we do need to get back to this idea of desert	this argument as benefits somehow taking people out of jobs, or disincentivising people simply doesn’t work	3
Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.	a high proportion of people are desperate to work, that work on such low wages that they have to have benefits in order to top them up	3
Anne's misunderstood the nature of housing benefit	JB  wouldn’t use the word ‘moral’	3
